"data";"tipo";"categoria";"natureza";"num_convenio";"cod_saci";"uf";"secretaria";"campo";"valor_anterior";"valor_atual"
"2026-04-08";"Alterado";"dados_e_derivados";"dados_origem";"964522";"";"SP";"SNP";"dte_homologacao_licitacao_tgov";"";"2026-04-07"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"964522";"";"SP";"SNP";"flag_homologacao_licitacao_calc";"NAO";"SIM"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"964522";"";"SP";"SNP";"ultima_data_relevante_calc";"2025-12-18";"2026-04-07"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"964522";"";"SP";"SNP";"fase_atual_calc";"PUBLICACAO LICITACAO";"HOMOLOGACAO"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"964522";"";"SP";"SNP";"dias_publicacao_ate_homologacao_calc";"";"110"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_tempo";"964522";"";"SP";"SNP";"status_homolog_licitacao_calc";"Próximos 30 dias";"Concluída no prazo"
"2026-04-08";"Alterado";"dados";"dados_origem";"964937";"";"PE";"SNP";"situacao_da_analise_suspensiva_pbi";"Análise iniciada";"Analisada com pendências"
"2026-04-08";"Alterado";"dados";"dados_origem";"964942";"";"RN";"SNP";"situacao_da_analise_suspensiva_pbi";"Análise iniciada";"Analisada com pendências"
"2026-04-08";"Alterado";"dados_e_derivados";"dados_origem";"964981";"";"SP";"SNP";"dsc_situacao_contrato_mcid_saci";"Contratado - Suspensiva";"Contratado - Normal"
"2026-04-08";"Alterado";"dados_e_derivados";"dados_origem";"964981";"";"SP";"SNP";"situacao_da_analise_suspensiva_pbi";"Análise não iniciada";"Analisada e aceita"
"2026-04-08";"Alterado";"dados_e_derivados";"dados_origem";"964981";"";"SP";"SNP";"dte_retirada_suspensiva_tgov";"";"2026-04-07"
"2026-04-08";"Alterado";"dados_e_derivados";"dados_origem";"964981";"";"SP";"SNP";"dte_primeira_data_lae_tdb";"";"2026-04-07"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"964981";"";"SP";"SNP";"status_suspensiva_calc";"PENDENTE";"RETIRADA"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"964981";"";"SP";"SNP";"ultima_data_relevante_calc";"";"2026-04-07"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"964981";"";"SP";"SNP";"fase_atual_calc";"SUSPENSIVA";"LAE"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_tempo";"964981";"";"SP";"SNP";"prazo_pub_licitacao_calc";"";"2026-08-05"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_tempo";"964981";"";"SP";"SNP";"status_pub_licitacao_calc";"";"No prazo"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_tempo";"964981";"";"SP";"SNP";"urgencia_suspensiva_calc";"Próximos 30 dias";""
"2026-04-08";"Alterado";"dados";"dados_origem";"965407";"";"MG";"SNP";"situacao_da_analise_suspensiva_pbi";"Análise não iniciada";"Analisada com pendências"
"2026-04-08";"Alterado";"dados_e_derivados";"dados_origem";"965726";"";"RN";"SNP";"dte_vrpl_tdb";"";"2026-04-07"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"965726";"";"RN";"SNP";"ultima_data_relevante_calc";"2026-03-19";"2026-04-07"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"965726";"";"RN";"SNP";"fase_atual_calc";"HOMOLOGACAO";"VRPL"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"965726";"";"RN";"SNP";"dias_homologacao_ate_vrpl_calc";"";"19"
"2026-04-08";"Alterado";"dados_e_derivados";"dados_origem";"965729";"";"BA";"SNP";"dte_vrpl_tdb";"";"2026-04-07"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"965729";"";"BA";"SNP";"ultima_data_relevante_calc";"2026-03-06";"2026-04-07"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"965729";"";"BA";"SNP";"fase_atual_calc";"HOMOLOGACAO";"VRPL"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"965729";"";"BA";"SNP";"dias_homologacao_ate_vrpl_calc";"";"32"
"2026-04-08";"Alterado";"dados";"dados_origem";"966503";"";"GO";"SNSA";"situacao_da_analise_suspensiva_pbi";"Análise iniciada";"Analisada com pendências"
"2026-04-08";"Alterado";"dados_e_derivados";"dados_origem";"966725";"";"CE";"SNSA";"dsc_situacao_contrato_mcid_saci";"Contratado - Suspensiva";"Contratado - Normal"
"2026-04-08";"Alterado";"dados_e_derivados";"dados_origem";"966725";"";"CE";"SNSA";"situacao_da_analise_suspensiva_pbi";"Analisada com pendências";"Analisada e aceita"
"2026-04-08";"Alterado";"dados_e_derivados";"dados_origem";"966725";"";"CE";"SNSA";"dte_retirada_suspensiva_tgov";"";"2026-04-07"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"966725";"";"CE";"SNSA";"status_suspensiva_calc";"PENDENTE";"RETIRADA"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_tempo";"966725";"";"CE";"SNSA";"prazo_pub_licitacao_calc";"";"2026-08-05"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_tempo";"966725";"";"CE";"SNSA";"status_pub_licitacao_calc";"";"No prazo"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_tempo";"966725";"";"CE";"SNSA";"urgencia_suspensiva_calc";"Próximos 30 dias";""
"2026-04-08";"Alterado";"dados";"dados_origem";"966737";"";"CE";"SNSA";"situacao_da_analise_suspensiva_pbi";"Análise iniciada";"Analisada com pendências"
"2026-04-08";"Alterado";"dados_e_derivados";"dados_origem";"967086";"";"PA";"SNSA";"dte_aio_tdb";"";"2026-04-07"
"2026-04-08";"Alterado";"dados_e_derivados";"dados_origem";"967086";"";"PA";"SNSA";"dte_inicio_obra_mcid_saci";"";"2026-04-07"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"967086";"";"PA";"SNSA";"ultima_data_relevante_calc";"2026-01-28";"2026-04-07"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"967086";"";"PA";"SNSA";"fase_atual_calc";"VRPL";"OBRA INICIADA"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"967086";"";"PA";"SNSA";"dias_vrpl_ate_aio_calc";"";"69"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"967086";"";"PA";"SNSA";"dias_aio_ate_inicio_obra_calc";"";"0"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_tempo";"967086";"";"PA";"SNSA";"prazo_inicio_obra_calc";"";"2026-04-21"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_tempo";"967086";"";"PA";"SNSA";"status_inicio_obra_calc";"";"Iniciada no prazo"
"2026-04-08";"Alterado";"dados_e_derivados";"dados_origem";"967091";"";"PA";"SNSA";"dte_aio_tdb";"";"2026-04-06"
"2026-04-08";"Alterado";"dados_e_derivados";"dados_origem";"967091";"";"PA";"SNSA";"dte_inicio_obra_mcid_saci";"";"2026-04-06"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"967091";"";"PA";"SNSA";"ultima_data_relevante_calc";"2026-01-06";"2026-04-06"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"967091";"";"PA";"SNSA";"fase_atual_calc";"VRPL";"OBRA INICIADA"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"967091";"";"PA";"SNSA";"dias_vrpl_ate_aio_calc";"";"90"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"967091";"";"PA";"SNSA";"dias_aio_ate_inicio_obra_calc";"";"0"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_tempo";"967091";"";"PA";"SNSA";"prazo_inicio_obra_calc";"";"2026-04-20"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_tempo";"967091";"";"PA";"SNSA";"status_inicio_obra_calc";"";"Iniciada no prazo"
"2026-04-08";"Alterado";"dados_e_derivados";"dados_origem";"967096";"";"PA";"SNSA";"dte_vrpl_tdb";"2026-02-13";""
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"967096";"";"PA";"SNSA";"ultima_data_relevante_calc";"2026-02-13";"2026-01-09"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"967096";"";"PA";"SNSA";"fase_atual_calc";"VRPL";"HOMOLOGACAO"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"967096";"";"PA";"SNSA";"dias_homologacao_ate_vrpl_calc";"35";""
"2026-04-08";"Alterado";"dados_e_derivados";"dados_origem";"967126";"";"PA";"SNSA";"dte_vrpl_tdb";"2026-02-13";""
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"967126";"";"PA";"SNSA";"ultima_data_relevante_calc";"2026-02-13";"2026-01-09"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"967126";"";"PA";"SNSA";"fase_atual_calc";"VRPL";"HOMOLOGACAO"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"967126";"";"PA";"SNSA";"dias_homologacao_ate_vrpl_calc";"35";""
"2026-04-08";"Alterado";"dados";"dados_origem";"968195";"";"PR";"SNSA";"situacao_da_analise_suspensiva_pbi";"Análise não iniciada";"Análise iniciada"
"2026-04-08";"Alterado";"dados_e_derivados";"dados_origem";"968197";"";"PA";"SNSA";"dte_primeira_data_lae_tdb";"";"2026-04-06"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"968197";"";"PA";"SNSA";"ultima_data_relevante_calc";"";"2026-04-06"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"968197";"";"PA";"SNSA";"fase_atual_calc";"SUSPENSIVA";"LAE"
"2026-04-08";"Alterado";"dados";"dados_origem";"968201";"";"MG";"SNSA";"situacao_da_analise_suspensiva_pbi";"Análise não iniciada";"Análise iniciada"
"2026-04-08";"Alterado";"dados";"dados_origem";"968207";"";"MG";"SNSA";"situacao_da_analise_suspensiva_pbi";"Análise iniciada";"Analisada com pendências"
"2026-04-08";"Alterado";"dados";"dados_origem";"968224";"";"RS";"SNSA";"situacao_da_analise_suspensiva_pbi";"Análise não iniciada";"Analisada com pendências"
"2026-04-08";"Alterado";"dados";"dados_origem";"968248";"";"CE";"SNSA";"situacao_da_analise_suspensiva_pbi";"Analisada com pendências";"Análise não iniciada"
"2026-04-08";"Alterado";"dados";"dados_origem";"968252";"";"RS";"SNSA";"situacao_da_analise_suspensiva_pbi";"Analisada com pendências";"Análise iniciada"
"2026-04-08";"Alterado";"dados_e_derivados";"dados_origem";"968263";"";"MG";"SNSA";"situacao_da_analise_suspensiva_pbi";"Análise não iniciada";"Análise iniciada"
"2026-04-08";"Alterado";"dados_e_derivados";"dados_origem";"968263";"";"MG";"SNSA";"vencimento_da_suspensiva_pbi";"2026-03-29";"2026-04-28"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_tempo";"968263";"";"MG";"SNSA";"urgencia_suspensiva_calc";"Vencida";"Próximos 30 dias"
"2026-04-08";"Alterado";"dados";"dados_origem";"968269";"";"RN";"SNSA";"dsc_situacao_contrato_mcid_saci";"Contratado - Suspensiva";"Contratado - Normal"
"2026-04-08";"Alterado";"dados";"dados_origem";"968269";"";"RN";"SNSA";"situacao_da_analise_suspensiva_pbi";"Analisada e aceita";"Suspensiva retirada"
"2026-04-08";"Alterado";"dados";"dados_origem";"968366";"";"GO";"SNSA";"situacao_da_analise_suspensiva_pbi";"Análise não iniciada";"Análise iniciada"
"2026-04-08";"Alterado";"dados";"dados_origem";"968391";"";"RN";"SEMOB";"situacao_da_analise_suspensiva_pbi";"Análise não iniciada";"Analisada com pendências"
"2026-04-08";"Alterado";"dados";"dados_origem";"968395";"";"TO";"SEMOB";"dsc_situacao_contrato_mcid_saci";"Contratado - Suspensiva";"Contratado - Normal"
"2026-04-08";"Alterado";"dados";"dados_origem";"968395";"";"TO";"SEMOB";"situacao_da_analise_suspensiva_pbi";"Análise iniciada";"Suspensiva retirada"
"2026-04-08";"Alterado";"dados";"dados_origem";"968400";"";"PR";"SEMOB";"situacao_da_analise_suspensiva_pbi";"Análise iniciada";"Analisada com pendências"
"2026-04-08";"Alterado";"dados";"dados_origem";"968569";"";"PA";"SNSA";"situacao_da_analise_suspensiva_pbi";"Analisada com pendências";"Análise iniciada"
"2026-04-08";"Alterado";"dados";"dados_origem";"968570";"";"MG";"SNSA";"situacao_da_analise_suspensiva_pbi";"Análise iniciada";"Análise não iniciada"
"2026-04-08";"Alterado";"dados";"dados_origem";"968580";"";"MG";"SNSA";"situacao_da_analise_suspensiva_pbi";"Análise iniciada";"Analisada com pendências"
"2026-04-08";"Alterado";"dados_e_derivados";"dados_origem";"968586";"";"SP";"SNSA";"vencimento_da_suspensiva_pbi";"2027-04-30";"2026-04-30"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_tempo";"968586";"";"SP";"SNSA";"urgencia_suspensiva_calc";"Mais de 90 dias";"Próximos 30 dias"
"2026-04-08";"Alterado";"dados";"dados_origem";"968587";"";"PR";"SNSA";"situacao_da_analise_suspensiva_pbi";"Analisada com pendências";"Análise não iniciada"
"2026-04-08";"Alterado";"dados";"dados_origem";"968617";"";"PA";"SNSA";"situacao_da_analise_suspensiva_pbi";"Análise iniciada";"Analisada com pendências"
"2026-04-08";"Alterado";"dados";"dados_origem";"968620";"";"MG";"SNSA";"situacao_da_analise_suspensiva_pbi";"Análise não iniciada";"Análise iniciada"
"2026-04-08";"Alterado";"dados";"dados_origem";"968630";"";"SP";"SNSA";"situacao_da_analise_suspensiva_pbi";"Análise não iniciada";"Análise iniciada"
"2026-04-08";"Alterado";"dados_e_derivados";"dados_origem";"968724";"";"MT";"SNSA";"dte_publicacao_licitacao_tgov";"";"2026-04-07"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"968724";"";"MT";"SNSA";"flag_publicacao_licitacao_calc";"NAO";"SIM"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"968724";"";"MT";"SNSA";"ultima_data_relevante_calc";"2026-01-30";"2026-04-07"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"968724";"";"MT";"SNSA";"fase_atual_calc";"LAE";"PUBLICACAO LICITACAO"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"968724";"";"MT";"SNSA";"dias_ate_publicacao_calc";"";"67"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_tempo";"968724";"";"MT";"SNSA";"prazo_homolog_licitacao_calc";"";"2026-08-05"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_tempo";"968724";"";"MT";"SNSA";"status_pub_licitacao_calc";"No prazo";"Concluída no prazo"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_tempo";"968724";"";"MT";"SNSA";"status_homolog_licitacao_calc";"";"No prazo"
"2026-04-08";"Alterado";"dados_e_derivados";"dados_origem";"968727";"";"PI";"SNSA";"vencimento_da_suspensiva_pbi";"2026-03-30";"2026-04-30"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_tempo";"968727";"";"PI";"SNSA";"urgencia_suspensiva_calc";"Vencida";"Próximos 30 dias"
"2026-04-08";"Alterado";"dados";"dados_origem";"968728";"";"PI";"SNSA";"situacao_da_analise_suspensiva_pbi";"Analisada com pendências";"Análise não iniciada"
"2026-04-08";"Alterado";"dados";"dados_origem";"968734";"";"MG";"SNSA";"dsc_situacao_contrato_mcid_saci";"Contratado - Suspensiva";"Contratado - Normal"
"2026-04-08";"Alterado";"dados";"dados_origem";"968734";"";"MG";"SNSA";"situacao_da_analise_suspensiva_pbi";"Analisada e aceita";"Suspensiva retirada"
"2026-04-08";"Alterado";"dados";"dados_origem";"968737";"";"PI";"SNSA";"situacao_da_analise_suspensiva_pbi";"Análise não iniciada";"Analisada com pendências"
"2026-04-08";"Alterado";"dados";"dados_origem";"968756";"";"RS";"SNSA";"situacao_da_analise_suspensiva_pbi";"Análise iniciada";"Analisada com pendências"
"2026-04-08";"Alterado";"derivados_tempo";"derivado_tempo";"968999";"";"AC";"SNSA";"status_pub_licitacao_calc";"Próximos 30 dias";"Vencida"
"2026-04-08";"Alterado";"derivados_tempo";"derivado_tempo";"969001";"";"AC";"SNSA";"status_pub_licitacao_calc";"Próximos 30 dias";"Vencida"
"2026-04-08";"Alterado";"dados_e_derivados";"dados_origem";"969015";"";"PA";"SNSA";"dsc_situacao_contrato_mcid_saci";"Contratado - Suspensiva";"Contratado - Normal"
"2026-04-08";"Alterado";"dados_e_derivados";"dados_origem";"969015";"";"PA";"SNSA";"situacao_da_analise_suspensiva_pbi";"Análise iniciada";"Analisada e aceita"
"2026-04-08";"Alterado";"dados_e_derivados";"dados_origem";"969015";"";"PA";"SNSA";"dte_retirada_suspensiva_tgov";"";"2026-04-07"
"2026-04-08";"Alterado";"dados_e_derivados";"dados_origem";"969015";"";"PA";"SNSA";"dte_primeira_data_lae_tdb";"";"2026-04-06"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"969015";"";"PA";"SNSA";"status_suspensiva_calc";"PENDENTE";"RETIRADA"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"969015";"";"PA";"SNSA";"ultima_data_relevante_calc";"";"2026-04-06"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"969015";"";"PA";"SNSA";"fase_atual_calc";"SUSPENSIVA";"LAE"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_tempo";"969015";"";"PA";"SNSA";"prazo_pub_licitacao_calc";"";"2026-08-05"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_tempo";"969015";"";"PA";"SNSA";"status_pub_licitacao_calc";"";"No prazo"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_tempo";"969015";"";"PA";"SNSA";"urgencia_suspensiva_calc";"Próximos 30 dias";""
"2026-04-08";"Alterado";"dados";"dados_origem";"969050";"";"RS";"SNSA";"situacao_da_analise_suspensiva_pbi";"Análise iniciada";"Analisada com pendências"
"2026-04-08";"Alterado";"dados";"dados_origem";"969051";"";"RS";"SNSA";"situacao_da_analise_suspensiva_pbi";"Análise não iniciada";"Análise iniciada"
"2026-04-08";"Alterado";"dados";"dados_origem";"969099";"";"PA";"SNSA";"situacao_da_analise_suspensiva_pbi";"Analisada com pendências";"Análise iniciada"
"2026-04-08";"Alterado";"dados_e_derivados";"dados_origem";"969111";"";"PI";"SNSA";"vencimento_da_suspensiva_pbi";"2026-03-30";"2026-04-30"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_tempo";"969111";"";"PI";"SNSA";"urgencia_suspensiva_calc";"Vencida";"Próximos 30 dias"
"2026-04-08";"Alterado";"dados_e_derivados";"dados_origem";"969135";"";"RS";"SNSA";"dte_inicio_obra_mcid_saci";"2025-12-23";"2026-01-05"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"969135";"";"RS";"SNSA";"ultima_data_relevante_calc";"2025-12-23";"2026-01-05"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"969135";"";"RS";"SNSA";"dias_aio_ate_inicio_obra_calc";"0";"13"
"2026-04-08";"Alterado";"dados_e_derivados";"dados_origem";"969136";"";"RS";"SNSA";"dte_inicio_obra_mcid_saci";"2025-12-23";"2026-01-05"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"969136";"";"RS";"SNSA";"ultima_data_relevante_calc";"2025-12-23";"2026-01-05"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"969136";"";"RS";"SNSA";"dias_aio_ate_inicio_obra_calc";"0";"13"
"2026-04-08";"Alterado";"dados";"dados_origem";"969256";"";"RN";"SNSA";"situacao_da_analise_suspensiva_pbi";"Análise iniciada";"Analisada com pendências"
"2026-04-08";"Alterado";"dados";"dados_origem";"969301";"";"AC";"SNSA";"situacao_da_analise_suspensiva_pbi";"Análise não iniciada";"Análise iniciada"
"2026-04-08";"Alterado";"dados_e_derivados";"dados_origem";"969307";"";"MS";"SNSA";"dte_aio_tdb";"";"2026-04-07"
"2026-04-08";"Alterado";"dados_e_derivados";"dados_origem";"969307";"";"MS";"SNSA";"dte_inicio_obra_mcid_saci";"";"2026-04-07"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"969307";"";"MS";"SNSA";"ultima_data_relevante_calc";"2026-02-06";"2026-04-07"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"969307";"";"MS";"SNSA";"fase_atual_calc";"VRPL";"OBRA INICIADA"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"969307";"";"MS";"SNSA";"dias_vrpl_ate_aio_calc";"";"60"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"969307";"";"MS";"SNSA";"dias_aio_ate_inicio_obra_calc";"";"0"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_tempo";"969307";"";"MS";"SNSA";"prazo_inicio_obra_calc";"";"2026-04-21"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_tempo";"969307";"";"MS";"SNSA";"status_inicio_obra_calc";"";"Iniciada no prazo"
"2026-04-08";"Alterado";"dados";"dados_origem";"969314";"";"RJ";"SNSA";"situacao_da_analise_suspensiva_pbi";"Análise iniciada";"Analisada com pendências"
"2026-04-08";"Alterado";"dados";"dados_origem";"969346";"";"CE";"SEMOB";"situacao_da_analise_suspensiva_pbi";"Analisada com pendências";"Análise não iniciada"
"2026-04-08";"Alterado";"dados";"dados_origem";"970465";"";"ES";"SEMOB";"situacao_da_analise_suspensiva_pbi";"Análise iniciada";"Analisada com pendências"
"2026-04-08";"Alterado";"dados";"dados_origem";"973215";"";"ES";"SNSA";"situacao_da_analise_suspensiva_pbi";"Analisada com pendências";"Análise não iniciada"
"2026-04-08";"Alterado";"dados";"dados_origem";"973222";"";"AM";"SNSA";"situacao_da_analise_suspensiva_pbi";"Análise não iniciada";"Analisada com pendências"
"2026-04-08";"Alterado";"dados_e_derivados";"dados_origem";"973944";"";"CE";"SNSA";"dte_publicacao_licitacao_tgov";"";"2026-01-15"
"2026-04-08";"Alterado";"dados_e_derivados";"dados_origem";"973944";"";"CE";"SNSA";"dte_homologacao_licitacao_tgov";"";"2026-03-24"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"973944";"";"CE";"SNSA";"flag_publicacao_licitacao_calc";"NAO";"SIM"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"973944";"";"CE";"SNSA";"flag_homologacao_licitacao_calc";"NAO";"SIM"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"973944";"";"CE";"SNSA";"ultima_data_relevante_calc";"";"2026-03-24"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"973944";"";"CE";"SNSA";"fase_atual_calc";"SUSPENSIVA RETIRADA";"HOMOLOGACAO"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"973944";"";"CE";"SNSA";"dias_publicacao_ate_homologacao_calc";"";"68"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_tempo";"973944";"";"CE";"SNSA";"prazo_homolog_licitacao_calc";"";"2026-05-15"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_tempo";"973944";"";"CE";"SNSA";"status_pub_licitacao_calc";"Vencida";"Concluída em atraso"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_tempo";"973944";"";"CE";"SNSA";"status_homolog_licitacao_calc";"";"Concluída no prazo"
"2026-04-08";"Alterado";"dados_e_derivados";"dados_origem";"973949";"";"CE";"SNSA";"dte_publicacao_licitacao_tgov";"";"2026-01-15"
"2026-04-08";"Alterado";"dados_e_derivados";"dados_origem";"973949";"";"CE";"SNSA";"dte_homologacao_licitacao_tgov";"";"2026-03-24"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"973949";"";"CE";"SNSA";"flag_publicacao_licitacao_calc";"NAO";"SIM"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"973949";"";"CE";"SNSA";"flag_homologacao_licitacao_calc";"NAO";"SIM"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"973949";"";"CE";"SNSA";"ultima_data_relevante_calc";"";"2026-03-24"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"973949";"";"CE";"SNSA";"fase_atual_calc";"SUSPENSIVA RETIRADA";"HOMOLOGACAO"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"973949";"";"CE";"SNSA";"dias_publicacao_ate_homologacao_calc";"";"68"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_tempo";"973949";"";"CE";"SNSA";"prazo_homolog_licitacao_calc";"";"2026-05-15"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_tempo";"973949";"";"CE";"SNSA";"status_pub_licitacao_calc";"Vencida";"Concluída em atraso"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_tempo";"973949";"";"CE";"SNSA";"status_homolog_licitacao_calc";"";"Concluída no prazo"
"2026-04-08";"Alterado";"dados_e_derivados";"dados_origem";"973950";"";"CE";"SNSA";"dte_publicacao_licitacao_tgov";"";"2026-01-15"
"2026-04-08";"Alterado";"dados_e_derivados";"dados_origem";"973950";"";"CE";"SNSA";"dte_homologacao_licitacao_tgov";"";"2026-03-24"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"973950";"";"CE";"SNSA";"flag_publicacao_licitacao_calc";"NAO";"SIM"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"973950";"";"CE";"SNSA";"flag_homologacao_licitacao_calc";"NAO";"SIM"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"973950";"";"CE";"SNSA";"ultima_data_relevante_calc";"";"2026-03-24"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"973950";"";"CE";"SNSA";"fase_atual_calc";"SUSPENSIVA RETIRADA";"HOMOLOGACAO"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_regra";"973950";"";"CE";"SNSA";"dias_publicacao_ate_homologacao_calc";"";"68"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_tempo";"973950";"";"CE";"SNSA";"prazo_homolog_licitacao_calc";"";"2026-05-15"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_tempo";"973950";"";"CE";"SNSA";"status_pub_licitacao_calc";"Vencida";"Concluída em atraso"
"2026-04-08";"Alterado";"dados_e_derivados";"derivado_tempo";"973950";"";"CE";"SNSA";"status_homolog_licitacao_calc";"";"Concluída no prazo"
"2026-04-08";"Alterado";"dados";"dados_origem";"973953";"";"RN";"SNSA";"situacao_da_analise_suspensiva_pbi";"Análise não iniciada";"Análise iniciada"
"2026-04-08";"Alterado";"dados";"dados_origem";"973971";"";"RN";"SNSA";"situacao_da_analise_suspensiva_pbi";"Análise não iniciada";"Análise iniciada"
"2026-04-08";"Alterado";"dados";"dados_origem";"974020";"";"MG";"SNSA";"situacao_da_analise_suspensiva_pbi";"Análise iniciada";"Analisada com pendências"
"2026-04-08";"Alterado";"dados";"dados_origem";"984847";"";"CE";"SNSA";"situacao_da_analise_suspensiva_pbi";"Análise iniciada";"Analisada com pendências"
"2026-04-08";"Alterado";"dados";"dados_origem";"984868";"";"CE";"SNSA";"situacao_da_analise_suspensiva_pbi";"Análise não iniciada";"Análise iniciada"
"2026-04-08";"Alterado";"dados";"dados_origem";"984897";"";"PA";"SNSA";"situacao_da_analise_suspensiva_pbi";"Doc. não enviada p/ análise";"Análise iniciada"
"2026-04-08";"Alterado";"dados";"dados_origem";"985337";"";"RS";"SNSA";"situacao_da_analise_suspensiva_pbi";"Análise iniciada";"Analisada com pendências"
