"tipo_alteracao";"categoria_alteracao";"natureza_campo";"num_convenio";"cod_tci";"campo";"valor_anterior";"valor_atual"
"alterado";"dados_e_derivados";"dados_origem";"964740";"1-1991833";"dte_publicacao_licitacao_tgov";"2026-06-02";""
"alterado";"dados_e_derivados";"dados_origem";"964740";"1-1991833";"dte_homologacao_licitacao_tgov";"2026-09-01";""
"alterado";"dados_e_derivados";"derivado_regra";"964740";"1-1991833";"flag_publicacao_licitacao_calc";"SIM";"NAO"
"alterado";"dados_e_derivados";"derivado_regra";"964740";"1-1991833";"flag_homologacao_licitacao_calc";"SIM";"NAO"
"alterado";"dados_e_derivados";"derivado_regra";"964740";"1-1991833";"ultima_data_relevante_calc";"2026-09-01";"2025-06-02"
"alterado";"dados_e_derivados";"derivado_regra";"964740";"1-1991833";"fase_atual_calc";"HOMOLOGACAO";"LAE"
"alterado";"dados_e_derivados";"derivado_regra";"964740";"1-1991833";"dias_ate_publicacao_calc";"365";""
"alterado";"dados_e_derivados";"derivado_regra";"964740";"1-1991833";"dias_publicacao_ate_homologacao_calc";"91";""
"alterado";"dados_e_derivados";"dados_origem";"966016";"1-1992030";"dte_publicacao_licitacao_tgov";"";"2026-01-30"
"alterado";"dados_e_derivados";"derivado_regra";"966016";"1-1992030";"flag_publicacao_licitacao_calc";"NAO";"SIM"
"alterado";"dados_e_derivados";"derivado_regra";"966016";"1-1992030";"dias_ate_publicacao_calc";"";"248"
"alterado";"dados_e_derivados";"derivado_regra";"966016";"1-1992030";"dias_publicacao_ate_homologacao_calc";"";"46"
"alterado";"dados_e_derivados";"dados_origem";"966501";"1-1991412";"dte_publicacao_licitacao_tgov";"2025-11-06";"2025-05-30"
"alterado";"dados_e_derivados";"dados_origem";"966501";"1-1991412";"dte_homologacao_licitacao_tgov";"2026-05-08";"2025-08-29"
"alterado";"dados_e_derivados";"derivado_regra";"966501";"1-1991412";"ultima_data_relevante_calc";"2026-05-08";"2026-02-04"
"alterado";"dados_e_derivados";"derivado_regra";"966501";"1-1991412";"dias_ate_publicacao_calc";"272";"112"
"alterado";"dados_e_derivados";"derivado_regra";"966501";"1-1991412";"dias_publicacao_ate_homologacao_calc";"183";"91"
"alterado";"dados_e_derivados";"derivado_regra";"966501";"1-1991412";"dias_homologacao_ate_vrpl_calc";"-140";"112"
"alterado";"dados_e_derivados";"dados_origem";"968339";"1-2016021";"dte_publicacao_licitacao_tgov";"2026-03-27";"2026-03-31"
"alterado";"dados_e_derivados";"derivado_regra";"968339";"1-2016021";"ultima_data_relevante_calc";"2026-03-27";"2026-03-31"
"alterado";"dados_e_derivados";"derivado_regra";"968339";"1-2016021";"dias_ate_publicacao_calc";"50";"54"
"alterado";"dados_e_derivados";"derivado_regra";"968339";"1-2016021";"dias_publicacao_ate_homologacao_calc";"-317";"-321"
"alterado";"dados_e_derivados";"dados_origem";"968560";"1-2012196";"dte_homologacao_licitacao_tgov";"2026-06-08";"2026-06-09"
"alterado";"dados_e_derivados";"derivado_regra";"968560";"1-2012196";"ultima_data_relevante_calc";"2026-06-08";"2026-06-09"
"alterado";"dados_e_derivados";"derivado_regra";"968560";"1-2012196";"dias_publicacao_ate_homologacao_calc";"182";"183"
"alterado";"dados_e_derivados";"dados_origem";"969068";"1-2009984";"dte_publicacao_licitacao_tgov";"";"2023-03-17"
"alterado";"dados_e_derivados";"dados_origem";"969068";"1-2009984";"dte_homologacao_licitacao_tgov";"";"2023-05-23"
"alterado";"dados_e_derivados";"derivado_regra";"969068";"1-2009984";"flag_publicacao_licitacao_calc";"NAO";"SIM"
"alterado";"dados_e_derivados";"derivado_regra";"969068";"1-2009984";"flag_homologacao_licitacao_calc";"NAO";"SIM"
"alterado";"dados_e_derivados";"derivado_regra";"969068";"1-2009984";"fase_atual_calc";"LAE";"HOMOLOGACAO"
"alterado";"dados_e_derivados";"derivado_regra";"969068";"1-2009984";"dias_ate_publicacao_calc";"";"-1083"
"alterado";"dados_e_derivados";"derivado_regra";"969068";"1-2009984";"dias_publicacao_ate_homologacao_calc";"";"67"
"alterado";"dados_e_derivados";"dados_origem";"969873";"1-2016296";"dte_publicacao_licitacao_tgov";"";"2026-06-09"
"alterado";"dados_e_derivados";"derivado_regra";"969873";"1-2016296";"flag_publicacao_licitacao_calc";"NAO";"SIM"
"alterado";"dados_e_derivados";"derivado_regra";"969873";"1-2016296";"ultima_data_relevante_calc";"2026-02-04";"2026-06-09"
"alterado";"dados_e_derivados";"derivado_regra";"969873";"1-2016296";"fase_atual_calc";"LAE";"PUBLICACAO LICITACAO"
"alterado";"dados_e_derivados";"derivado_regra";"969873";"1-2016296";"dias_ate_publicacao_calc";"";"125"
"alterado";"dados";"dados_origem";"973932";"1-2032974";"vencimento_da_suspensiva_pbi";"2026-08-27";"2026-08-29"
"alterado";"dados";"dados_origem";"973938";"1-2033398";"vencimento_da_suspensiva_pbi";"2026-08-13";"2026-08-29"
"alterado";"dados";"dados_origem";"973942";"1-2030756";"vencimento_da_suspensiva_pbi";"2026-08-26";"2026-08-29"
"alterado";"dados";"dados_origem";"974020";"1-2032793";"situacao_da_analise_suspensiva_pbi";"Analisada com pendências";"Análise não iniciada"
"alterado";"dados";"dados_origem";"974020";"1-2032793";"situacao_da_analise_suspensiva_dmp";"Analisada com pendências";"Análise não iniciada"
"alterado";"dados";"dados_origem";"983553";"1-2135890";"situacao_da_analise_suspensiva_pbi";"Analisada com pendências";"Análise não iniciada"
"alterado";"dados";"dados_origem";"983553";"1-2135890";"situacao_da_analise_suspensiva_dmp";"Analisada com pendências";"Análise não iniciada"
"alterado";"dados";"dados_origem";"983559";"1-2140908";"situacao_da_analise_suspensiva_pbi";"Análise iniciada";"Analisada com pendências"
"alterado";"dados";"dados_origem";"983559";"1-2140908";"situacao_da_analise_suspensiva_dmp";"Análise iniciada";"Analisada com pendências"
"alterado";"dados";"dados_origem";"983589";"1-2135805";"situacao_da_analise_suspensiva_pbi";"Análise não iniciada";"Análise iniciada"
"alterado";"dados";"dados_origem";"983589";"1-2135805";"situacao_da_analise_suspensiva_dmp";"Análise não iniciada";"Análise iniciada"
"alterado";"dados";"dados_origem";"983601";"1-2137079";"situacao_da_analise_suspensiva_pbi";"Análise não iniciada";"Análise iniciada"
"alterado";"dados";"dados_origem";"983601";"1-2137079";"situacao_da_analise_suspensiva_dmp";"Análise não iniciada";"Análise iniciada"
"alterado";"dados";"dados_origem";"983611";"1-2137028";"situacao_da_analise_suspensiva_pbi";"Análise iniciada";"Análise não iniciada"
"alterado";"dados";"dados_origem";"983611";"1-2137028";"situacao_da_analise_suspensiva_dmp";"Análise iniciada";"Análise não iniciada"
"alterado";"derivados_tempo";"derivado_tempo";"984875";"1-2137109";"status_pub_licitacao_calc";"No prazo";"Próximos 30 dias"
"alterado";"dados_e_derivados";"dados_origem";"984878";"1-2136397";"dte_publicacao_licitacao_tgov";"";"2026-05-18"
"alterado";"dados_e_derivados";"dados_origem";"984878";"1-2136397";"dte_homologacao_licitacao_tgov";"";"2026-06-05"
"alterado";"dados_e_derivados";"derivado_regra";"984878";"1-2136397";"flag_publicacao_licitacao_calc";"NAO";"SIM"
"alterado";"dados_e_derivados";"derivado_regra";"984878";"1-2136397";"flag_homologacao_licitacao_calc";"NAO";"SIM"
"alterado";"dados_e_derivados";"derivado_regra";"984878";"1-2136397";"ultima_data_relevante_calc";"2026-05-15";"2026-06-05"
