"tipo_alteracao";"categoria_alteracao";"natureza_campo";"num_convenio";"cod_tci";"campo";"valor_anterior";"valor_atual"
"entrou";"novo_registro";"novo_registro";"996610";"1-2205134";"vlr_repasse_tci";"";"838375230.55"
"entrou";"novo_registro";"novo_registro";"996702";"1-2203608";"vlr_repasse_tci";"";"319268652.0"
"entrou";"novo_registro";"novo_registro";"997221";"1-2198095";"vlr_repasse_tci";"";"460638.0"
"alterado";"dados_e_derivados";"dados_origem";"966555";"1-1991091";"dte_publicacao_licitacao_tgov";"2026-01-09";"2026-01-12"
"alterado";"dados_e_derivados";"dados_origem";"966555";"1-1991091";"dte_homologacao_licitacao_tgov";"2026-05-09";"2026-04-27"
"alterado";"dados_e_derivados";"derivado_regra";"966555";"1-1991091";"ultima_data_relevante_calc";"2026-05-09";"2026-04-27"
"alterado";"dados_e_derivados";"derivado_regra";"966555";"1-1991091";"dias_ate_publicacao_calc";"228";"231"
"alterado";"dados_e_derivados";"derivado_regra";"966555";"1-1991091";"dias_publicacao_ate_homologacao_calc";"120";"105"
"alterado";"dados_e_derivados";"dados_origem";"967004";"1-1986845";"dte_homologacao_licitacao_tgov";"2026-03-24";"2026-03-18"
"alterado";"dados_e_derivados";"derivado_regra";"967004";"1-1986845";"ultima_data_relevante_calc";"2026-03-24";"2026-03-18"
"alterado";"dados_e_derivados";"derivado_regra";"967004";"1-1986845";"dias_publicacao_ate_homologacao_calc";"49";"43"
"alterado";"dados";"dados_origem";"968200";"1-2011851";"situacao_da_analise_suspensiva_pbi";"Analisada com pendências";"Análise iniciada"
"alterado";"dados";"dados_origem";"968200";"1-2011851";"situacao_da_analise_suspensiva_dmp";"Analisada com pendências";"Análise iniciada"
"alterado";"dados_e_derivados";"dados_origem";"968592";"1-2011843";"dsc_situacao_contrato_mcid_tci";"Contratado - Suspensiva";"Cancelado ou Distratado"
"alterado";"dados_e_derivados";"derivado_tempo";"968592";"1-2011843";"urgencia_suspensiva_calc";"Vencida";""
"alterado";"dados_e_derivados";"dados_origem";"968592";"1-2011843";"situacao_da_analise_suspensiva_dmp";"Analisada com pendências";"Não se aplica"
"alterado";"dados_e_derivados";"derivado_regra";"968592";"1-2011843";"situacao_contrato_dmp";"Contratado - Suspensiva";"Cancelado ou Distratado"
"alterado";"dados_e_derivados";"dados_origem";"968592";"1-2011843";"motivo_suspensiva_retirada_dmp";"";"Não se aplica"
"alterado";"dados";"dados_origem";"968722";"1-2011565";"dsc_situacao_contrato_mcid_tci";"Contratado - Normal";"Contratado - Suspensiva"
"alterado";"dados_e_derivados";"dados_origem";"969324";"1-2019383";"dte_inicio_obra_mcid_tci";"2026-01-26";"2026-02-05"
"alterado";"dados_e_derivados";"derivado_regra";"969324";"1-2019383";"ultima_data_relevante_calc";"2026-01-26";"2026-02-05"
"alterado";"dados_e_derivados";"derivado_regra";"969324";"1-2019383";"dias_aio_ate_inicio_obra_calc";"0";"10"
"alterado";"dados";"dados_origem";"973938";"1-2033398";"situacao_da_analise_suspensiva_pbi";"Análise não iniciada";"Analisada com pendências"
"alterado";"dados";"dados_origem";"973938";"1-2033398";"situacao_da_analise_suspensiva_dmp";"Análise não iniciada";"Analisada com pendências"
"alterado";"dados";"dados_origem";"973952";"1-2033275";"situacao_da_analise_suspensiva_pbi";"Análise não iniciada";"Análise iniciada"
"alterado";"dados";"dados_origem";"973952";"1-2033275";"situacao_da_analise_suspensiva_dmp";"Análise não iniciada";"Análise iniciada"
"alterado";"dados";"dados_origem";"973962";"1-2033634";"situacao_da_analise_suspensiva_pbi";"Análise iniciada";"Analisada com pendências"
"alterado";"dados";"dados_origem";"973962";"1-2033634";"situacao_da_analise_suspensiva_dmp";"Análise iniciada";"Analisada com pendências"
"alterado";"dados_e_derivados";"dados_origem";"973967";"1-2033297";"dsc_situacao_contrato_mcid_tci";"Contratado - Suspensiva";"Contratado - Normal"
"alterado";"dados_e_derivados";"dados_origem";"973967";"1-2033297";"situacao_da_analise_suspensiva_pbi";"Análise iniciada";"Suspensiva retirada"
"alterado";"dados_e_derivados";"dados_origem";"973967";"1-2033297";"dte_retirada_suspensiva_tgov";"";"2026-05-11"
"alterado";"dados_e_derivados";"derivado_regra";"973967";"1-2033297";"status_suspensiva_calc";"PENDENTE";"RETIRADA"
"alterado";"dados_e_derivados";"derivado_regra";"973967";"1-2033297";"fase_atual_calc";"SUSPENSIVA";"SUSPENSIVA RETIRADA"
"alterado";"dados_e_derivados";"derivado_tempo";"973967";"1-2033297";"urgencia_suspensiva_calc";"Próximos 30 dias";""
"alterado";"dados_e_derivados";"dados_origem";"973967";"1-2033297";"situacao_da_analise_suspensiva_dmp";"Análise iniciada";"Suspensiva retirada"
"alterado";"dados_e_derivados";"derivado_regra";"973967";"1-2033297";"situacao_contrato_dmp";"Contratado - Suspensiva";"Contratado - Normal"
"alterado";"dados_e_derivados";"dados_origem";"973967";"1-2033297";"motivo_suspensiva_retirada_dmp";"";"situacao_da_analise_suspensiva_pbi"
"alterado";"dados_e_derivados";"dados_origem";"973980";"1-2033259";"dte_publicacao_licitacao_tgov";"";"2026-03-30"
"alterado";"dados_e_derivados";"dados_origem";"973980";"1-2033259";"dte_homologacao_licitacao_tgov";"";"2026-05-05"
"alterado";"dados_e_derivados";"derivado_regra";"973980";"1-2033259";"flag_publicacao_licitacao_calc";"NAO";"SIM"
"alterado";"dados_e_derivados";"derivado_regra";"973980";"1-2033259";"flag_homologacao_licitacao_calc";"NAO";"SIM"
"alterado";"dados_e_derivados";"derivado_regra";"973980";"1-2033259";"ultima_data_relevante_calc";"2026-02-25";"2026-05-05"
"alterado";"dados_e_derivados";"derivado_regra";"973980";"1-2033259";"fase_atual_calc";"LAE";"HOMOLOGACAO"
"alterado";"dados_e_derivados";"derivado_regra";"973980";"1-2033259";"dias_ate_publicacao_calc";"";"33"
"alterado";"dados_e_derivados";"derivado_regra";"973980";"1-2033259";"dias_publicacao_ate_homologacao_calc";"";"36"
"alterado";"dados";"dados_origem";"983559";"1-2140908";"situacao_da_analise_suspensiva_pbi";"Análise iniciada";"Analisada com pendências"
"alterado";"dados";"dados_origem";"983559";"1-2140908";"situacao_da_analise_suspensiva_dmp";"Análise iniciada";"Analisada com pendências"
"alterado";"dados";"dados_origem";"983618";"1-2135464";"situacao_da_analise_suspensiva_pbi";"Análise não iniciada";"Analisada com pendências"
"alterado";"dados";"dados_origem";"983618";"1-2135464";"situacao_da_analise_suspensiva_dmp";"Análise não iniciada";"Analisada com pendências"
"alterado";"derivados_tempo";"derivado_tempo";"984859";"1-2140928";"urgencia_suspensiva_calc";"Mais de 90 dias";"31–90 dias"
"alterado";"dados";"dados_origem";"984862";"1-2139603";"situacao_da_analise_suspensiva_pbi";"Análise iniciada";"Analisada com pendências"
"alterado";"dados";"dados_origem";"984862";"1-2139603";"situacao_da_analise_suspensiva_dmp";"Análise iniciada";"Analisada com pendências"
"alterado";"dados";"dados_origem";"984865";"1-2138198";"situacao_da_analise_suspensiva_pbi";"Analisada com pendências";"Análise iniciada"
"alterado";"dados";"dados_origem";"984865";"1-2138198";"situacao_da_analise_suspensiva_dmp";"Analisada com pendências";"Análise iniciada"
"alterado";"dados";"dados_origem";"984900";"1-2136493";"situacao_da_analise_suspensiva_pbi";"Doc. não enviada p/ análise";"Análise iniciada"
"alterado";"dados";"dados_origem";"984900";"1-2136493";"situacao_da_analise_suspensiva_dmp";"Doc. não enviada p/ análise";"Análise iniciada"
"alterado";"dados_e_derivados";"dados_origem";"984902";"1-2135891";"vencimento_da_suspensiva_pbi";"2026-05-31";"2026-08-27"
"alterado";"dados_e_derivados";"derivado_tempo";"984902";"1-2135891";"urgencia_suspensiva_calc";"Próximos 30 dias";"Mais de 90 dias"
"alterado";"dados";"dados_origem";"985349";"1-2136550";"situacao_da_analise_suspensiva_pbi";"Análise iniciada";"Analisada com pendências"
"alterado";"dados";"dados_origem";"985349";"1-2136550";"situacao_da_analise_suspensiva_dmp";"Análise iniciada";"Analisada com pendências"
"alterado";"dados";"dados_origem";"985356";"1-2135780";"situacao_da_analise_suspensiva_pbi";"Análise não iniciada";"Análise iniciada"
"alterado";"dados";"dados_origem";"985356";"1-2135780";"situacao_da_analise_suspensiva_dmp";"Análise não iniciada";"Análise iniciada"
"alterado";"dados";"dados_origem";"985481";"1-2139529";"situacao_da_analise_suspensiva_pbi";"Análise não iniciada";"Análise iniciada"
"alterado";"dados";"dados_origem";"985481";"1-2139529";"situacao_da_analise_suspensiva_dmp";"Análise não iniciada";"Análise iniciada"
"alterado";"dados_e_derivados";"dados_origem";"986329";"1-2141253";"vencimento_da_suspensiva_pbi";"2026-05-31";"2026-07-29"
"alterado";"dados_e_derivados";"derivado_tempo";"986329";"1-2141253";"urgencia_suspensiva_calc";"Próximos 30 dias";"31–90 dias"
"alterado";"dados";"dados_origem";"986333";"1-2134366";"situacao_da_analise_suspensiva_pbi";"Analisada com pendências";"Análise não iniciada"
"alterado";"dados";"dados_origem";"986333";"1-2134366";"situacao_da_analise_suspensiva_dmp";"Analisada com pendências";"Análise não iniciada"
"alterado";"dados";"dados_origem";"986679";"1-2144578";"situacao_da_analise_suspensiva_pbi";"Análise não iniciada";"Analisada com pendências"
"alterado";"dados";"dados_origem";"986679";"1-2144578";"situacao_da_analise_suspensiva_dmp";"Análise não iniciada";"Analisada com pendências"
