"tipo_alteracao";"categoria_alteracao";"natureza_campo";"num_convenio";"cod_tci";"campo";"valor_anterior";"valor_atual"
"alterado";"dados_e_derivados";"dados_origem";"964499";"1-1990558";"dte_vrpl_tdb";"";"2026-05-15"
"alterado";"dados_e_derivados";"derivado_regra";"964499";"1-1990558";"ultima_data_relevante_calc";"2026-03-19";"2026-05-15"
"alterado";"dados_e_derivados";"derivado_regra";"964499";"1-1990558";"fase_atual_calc";"HOMOLOGACAO";"VRPL"
"alterado";"dados_e_derivados";"derivado_regra";"964499";"1-1990558";"dias_homologacao_ate_vrpl_calc";"";"57"
"alterado";"dados_e_derivados";"dados_origem";"966587";"1-1990318";"dte_aio_tdb";"";"2026-05-15"
"alterado";"dados_e_derivados";"dados_origem";"966587";"1-1990318";"dte_inicio_obra_mcid_tci";"";"2026-05-15"
"alterado";"dados_e_derivados";"derivado_regra";"966587";"1-1990318";"ultima_data_relevante_calc";"2026-01-20";"2026-05-15"
"alterado";"dados_e_derivados";"derivado_regra";"966587";"1-1990318";"fase_atual_calc";"VRPL";"OBRA INICIADA"
"alterado";"dados_e_derivados";"derivado_regra";"966587";"1-1990318";"dias_vrpl_ate_aio_calc";"";"115"
"alterado";"dados_e_derivados";"derivado_regra";"966587";"1-1990318";"dias_aio_ate_inicio_obra_calc";"";"0"
"alterado";"dados_e_derivados";"derivado_tempo";"966587";"1-1990318";"prazo_inicio_obra_calc";"";"2026-05-29"
"alterado";"dados_e_derivados";"derivado_tempo";"966587";"1-1990318";"status_inicio_obra_calc";"";"Iniciada no prazo"
"alterado";"dados_e_derivados";"dados_origem";"967001";"1-1991575";"dte_aio_tdb";"";"2026-05-15"
"alterado";"dados_e_derivados";"dados_origem";"967001";"1-1991575";"dte_inicio_obra_mcid_tci";"";"2026-05-15"
"alterado";"dados_e_derivados";"derivado_regra";"967001";"1-1991575";"ultima_data_relevante_calc";"2026-05-11";"2026-05-15"
"alterado";"dados_e_derivados";"derivado_regra";"967001";"1-1991575";"fase_atual_calc";"VRPL";"OBRA INICIADA"
"alterado";"dados_e_derivados";"derivado_regra";"967001";"1-1991575";"dias_vrpl_ate_aio_calc";"";"4"
"alterado";"dados_e_derivados";"derivado_regra";"967001";"1-1991575";"dias_aio_ate_inicio_obra_calc";"";"0"
"alterado";"dados_e_derivados";"derivado_tempo";"967001";"1-1991575";"prazo_inicio_obra_calc";"";"2026-05-29"
"alterado";"dados_e_derivados";"derivado_tempo";"967001";"1-1991575";"status_inicio_obra_calc";"";"Iniciada no prazo"
"alterado";"dados_e_derivados";"dados_origem";"967084";"1-1991709";"dte_primeira_data_lae_tdb";"";"2026-05-15"
"alterado";"dados_e_derivados";"derivado_regra";"967084";"1-1991709";"ultima_data_relevante_calc";"2025-10-31";"2026-05-15"
"alterado";"dados_e_derivados";"derivado_tempo";"967084";"1-1991709";"prazo_lae_mais_60_calc";"";"2026-09-12"
"alterado";"dados_e_derivados";"derivado_tempo";"967084";"1-1991709";"prazo_lae_mais_60_mais_120_calc";"";"2027-03-11"
"alterado";"dados_e_derivados";"dados_origem";"967086";"1-1991726";"dte_inicio_obra_mcid_tci";"2026-04-07";"2026-04-10"
"alterado";"dados_e_derivados";"derivado_regra";"967086";"1-1991726";"ultima_data_relevante_calc";"2026-04-07";"2026-04-10"
"alterado";"dados_e_derivados";"derivado_regra";"967086";"1-1991726";"dias_aio_ate_inicio_obra_calc";"0";"3"
"alterado";"dados_e_derivados";"dados_origem";"968214";"1-2013097";"dte_vrpl_tdb";"";"2026-05-15"
"alterado";"dados_e_derivados";"derivado_regra";"968214";"1-2013097";"ultima_data_relevante_calc";"2026-03-31";"2026-05-15"
"alterado";"dados_e_derivados";"derivado_regra";"968214";"1-2013097";"fase_atual_calc";"HOMOLOGACAO";"VRPL"
"alterado";"dados_e_derivados";"derivado_regra";"968214";"1-2013097";"dias_homologacao_ate_vrpl_calc";"";"45"
"alterado";"dados_e_derivados";"dados_origem";"968393";"1-2014742";"dte_aio_tdb";"";"2026-05-15"
"alterado";"dados_e_derivados";"dados_origem";"968393";"1-2014742";"dte_inicio_obra_mcid_tci";"";"2026-05-15"
"alterado";"dados_e_derivados";"derivado_regra";"968393";"1-2014742";"ultima_data_relevante_calc";"2026-05-08";"2026-05-15"
"alterado";"dados_e_derivados";"derivado_regra";"968393";"1-2014742";"fase_atual_calc";"VRPL";"OBRA INICIADA"
"alterado";"dados_e_derivados";"derivado_regra";"968393";"1-2014742";"dias_vrpl_ate_aio_calc";"";"7"
"alterado";"dados_e_derivados";"derivado_regra";"968393";"1-2014742";"dias_aio_ate_inicio_obra_calc";"";"0"
"alterado";"dados_e_derivados";"derivado_tempo";"968393";"1-2014742";"prazo_inicio_obra_calc";"";"2026-05-29"
"alterado";"dados_e_derivados";"derivado_tempo";"968393";"1-2014742";"status_inicio_obra_calc";"";"Iniciada no prazo"
"alterado";"dados_e_derivados";"dados_origem";"973951";"1-2033034";"dte_homologacao_licitacao_tgov";"";"2026-05-15"
"alterado";"dados_e_derivados";"derivado_regra";"973951";"1-2033034";"flag_homologacao_licitacao_calc";"NAO";"SIM"
"alterado";"dados_e_derivados";"derivado_regra";"973951";"1-2033034";"ultima_data_relevante_calc";"2026-03-19";"2026-05-15"
"alterado";"dados_e_derivados";"derivado_regra";"973951";"1-2033034";"fase_atual_calc";"PUBLICACAO LICITACAO";"HOMOLOGACAO"
"alterado";"dados_e_derivados";"derivado_regra";"973951";"1-2033034";"dias_publicacao_ate_homologacao_calc";"";"57"
"alterado";"dados";"dados_origem";"973972";"1-2033299";"situacao_da_analise_suspensiva_pbi";"Análise iniciada";"Analisada com pendências"
"alterado";"dados";"dados_origem";"973972";"1-2033299";"situacao_da_analise_suspensiva_dmp";"Análise iniciada";"Analisada com pendências"
"alterado";"dados_e_derivados";"dados_origem";"973986";"1-2033524";"dte_publicacao_licitacao_tgov";"2026-03-03";"2026-03-02"
"alterado";"dados_e_derivados";"dados_origem";"973986";"1-2033524";"dte_homologacao_licitacao_tgov";"2026-07-01";"2026-09-30"
"alterado";"dados_e_derivados";"derivado_regra";"973986";"1-2033524";"ultima_data_relevante_calc";"2026-07-01";"2026-09-30"
"alterado";"dados_e_derivados";"derivado_regra";"973986";"1-2033524";"dias_ate_publicacao_calc";"67";"66"
"alterado";"dados_e_derivados";"derivado_regra";"973986";"1-2033524";"dias_publicacao_ate_homologacao_calc";"120";"212"
"alterado";"dados";"dados_origem";"974015";"1-2033172";"situacao_da_analise_suspensiva_pbi";"Analisada com pendências";"Análise não iniciada"
"alterado";"dados";"dados_origem";"974015";"1-2033172";"situacao_da_analise_suspensiva_dmp";"Analisada com pendências";"Análise não iniciada"
"alterado";"dados";"dados_origem";"974020";"1-2032793";"situacao_da_analise_suspensiva_pbi";"Analisada com pendências";"Análise iniciada"
"alterado";"dados";"dados_origem";"974020";"1-2032793";"situacao_da_analise_suspensiva_dmp";"Analisada com pendências";"Análise iniciada"
"alterado";"dados_e_derivados";"dados_origem";"983589";"1-2135805";"vencimento_da_suspensiva_pbi";"2026-05-31";"2026-07-29"
"alterado";"dados_e_derivados";"derivado_tempo";"983589";"1-2135805";"urgencia_suspensiva_calc";"Próximos 30 dias";"31–90 dias"
"alterado";"dados";"dados_origem";"983609";"1-2137470";"situacao_da_analise_suspensiva_pbi";"Análise iniciada";"Analisada com pendências"
"alterado";"dados";"dados_origem";"983609";"1-2137470";"situacao_da_analise_suspensiva_dmp";"Análise iniciada";"Analisada com pendências"
"alterado";"dados";"dados_origem";"983614";"1-2135815";"dsc_situacao_contrato_mcid_tci";"Contratado - Suspensiva";"Contratado - Normal"
"alterado";"dados_e_derivados";"dados_origem";"984878";"1-2136397";"dsc_situacao_contrato_mcid_tci";"Contratado - Suspensiva";"Contratado - Normal"
"alterado";"dados_e_derivados";"dados_origem";"984878";"1-2136397";"dte_primeira_data_lae_tdb";"";"2026-05-15"
"alterado";"dados_e_derivados";"derivado_regra";"984878";"1-2136397";"ultima_data_relevante_calc";"";"2026-05-15"
